dataset,column_name,data_type,missing_values,missing_percent,unique_values
m5_sales,d_1927,int64,0,0.0,71
m5_sales,d_1928,int64,0,0.0,68
m5_sales,d_1929,int64,0,0.0,56
m5_sales,d_1930,int64,0,0.0,62
m5_sales,d_1931,int64,0,0.0,61
m5_sales,d_1932,int64,0,0.0,66
m5_sales,d_1933,int64,0,0.0,78
m5_sales,d_1934,int64,0,0.0,77
m5_sales,d_1935,int64,0,0.0,59
m5_sales,d_1936,int64,0,0.0,59
m5_sales,d_1937,int64,0,0.0,56
m5_sales,d_1938,int64,0,0.0,54
m5_sales,d_1939,int64,0,0.0,64
m5_sales,d_1940,int64,0,0.0,67
m5_sales,d_1941,int64,0,0.0,76
dataco_supply_chain,Type,object,0,0.0,4
dataco_supply_chain,Days for shipping (real),int64,0,0.0,7
dataco_supply_chain,Days for shipment (scheduled),int64,0,0.0,4
dataco_supply_chain,Benefit per order,float64,0,0.0,21998
dataco_supply_chain,Sales per customer,float64,0,0.0,2927
dataco_supply_chain,Delivery Status,object,0,0.0,4
dataco_supply_chain,Late_delivery_risk,int64,0,0.0,2
dataco_supply_chain,Category Id,int64,0,0.0,51
dataco_supply_chain,Category Name,object,0,0.0,50
dataco_supply_chain,Customer City,object,0,0.0,563
dataco_supply_chain,Customer Country,object,0,0.0,2
dataco_supply_chain,Customer Email,object,0,0.0,1
dataco_supply_chain,Customer Fname,object,0,0.0,782
dataco_supply_chain,Customer Id,int64,0,0.0,20652
dataco_supply_chain,Customer Lname,object,8,0.0,1109
dataco_supply_chain,Customer Password,object,0,0.0,1
dataco_supply_chain,Customer Segment,object,0,0.0,3
dataco_supply_chain,Customer State,object,0,0.0,46
dataco_supply_chain,Customer Street,object,0,0.0,7458
dataco_supply_chain,Customer Zipcode,float64,3,0.0,995
dataco_supply_chain,Department Id,int64,0,0.0,11
dataco_supply_chain,Department Name,object,0,0.0,11
dataco_supply_chain,Latitude,float64,0,0.0,11250
dataco_supply_chain,Longitude,float64,0,0.0,4487
dataco_supply_chain,Market,object,0,0.0,5
dataco_supply_chain,Order City,object,0,0.0,3597
dataco_supply_chain,Order Country,object,0,0.0,164
dataco_supply_chain,Order Customer Id,int64,0,0.0,20652
dataco_supply_chain,order date (DateOrders),object,0,0.0,65752
dataco_supply_chain,Order Id,int64,0,0.0,65752
dataco_supply_chain,Order Item Cardprod Id,int64,0,0.0,118
dataco_supply_chain,Order Item Discount,float64,0,0.0,1017
dataco_supply_chain,Order Item Discount Rate,float64,0,0.0,18
dataco_supply_chain,Order Item Id,int64,0,0.0,180519
dataco_supply_chain,Order Item Product Price,float64,0,0.0,75
dataco_supply_chain,Order Item Profit Ratio,float64,0,0.0,162
dataco_supply_chain,Order Item Quantity,int64,0,0.0,5
dataco_supply_chain,Sales,float64,0,0.0,193
dataco_supply_chain,Order Item Total,float64,0,0.0,2927
dataco_supply_chain,Order Profit Per Order,float64,0,0.0,21998
dataco_supply_chain,Order Region,object,0,0.0,23
dataco_supply_chain,Order State,object,0,0.0,1089
dataco_supply_chain,Order Status,object,0,0.0,9
dataco_supply_chain,Order Zipcode,float64,155679,86.24,609
dataco_supply_chain,Product Card Id,int64,0,0.0,118
dataco_supply_chain,Product Category Id,int64,0,0.0,51
dataco_supply_chain,Product Description,float64,180519,100.0,0
dataco_supply_chain,Product Image,object,0,0.0,118
dataco_supply_chain,Product Name,object,0,0.0,118
dataco_supply_chain,Product Price,float64,0,0.0,75
dataco_supply_chain,Product Status,int64,0,0.0,1
dataco_supply_chain,shipping date (DateOrders),object,0,0.0,63701
dataco_supply_chain,Shipping Mode,object,0,0.0,4
